# 20260721_183110  cycle 2649 uniform-24.4: motor detect: flag not found
# last_status: {'ms': 8079397, 'level': 0, 'thr': 234, 'pos': 458849, 'degx10': 17906, 'running': 1, 'enabled': 1, 'fault': 0, 'homed': 1}
# --- run transcript ---
O,begin,270508,0,2000,48,14000,2
O,cal,241,241,241,231
O,seek,340814
O,done,0,0,0,0,0,0,234,17868,"motor detect: flag not found"
# --- W debug burst ---
W,0,0,234,16384,458874
# --- census at T=228 ---
# edges=0 aborted=0 start=458874
# --- census at T=234 ---
# edges=2 aborted=0 start=552971
633394,1
634350,0
# --- census at T=240 ---
# edges=26 aborted=0 start=647068
647635,1
648118,0
652377,1
654471,0
661955,1
661971,0
662453,1
662471,0
662651,1
667220,0
674945,1
679220,0
687412,1
689721,0
697865,1
700219,0
705192,1
705473,0
706824,1
707215,0
708373,1
708721,0
711595,1
716221,0
728445,1
735220,0
